BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-30-00| BID PRICE:  398 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-31-40| BID PRICE:  398 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-32-00| BID PRICE: 1510 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-32-00| BID PRICE: 1510 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-32-20| BID PRICE: 1503 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-32-20| BID PRICE: 1503 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-32-40| BID PRICE: 1511 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-32-40| BID PRICE: 1511 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-32-40| BID PRICE: 1511 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-32-40| BID PRICE: 1511 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-33-00| BID PRICE: 1517 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-33-20| BID PRICE:  399 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-33-20| BID PRICE:  399 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-33-20| BID PRICE:  399 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-33-20| BID PRICE:  399 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-33-40| BID PRICE:  392 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-33-40| BID PRICE:  392 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-33-40| BID PRICE:  392 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-33-40| BID PRICE:  392 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-33-40| BID PRICE:  392 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-34-00| BID PRICE:   13 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-34-00| BID PRICE:   13 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-34-20| BID PRICE: 1520 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-34-20| BID PRICE: 1520 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-34-20| BID PRICE: 1520 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-34-20| BID PRICE: 1520 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-34-40| BID PRICE: 1506 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-34-40| BID PRICE: 1506 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-35-00| BID PRICE:  395 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-35-20| BID PRICE: 1508 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-35-20| BID PRICE: 1508 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-35-40| BID PRICE:   10 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-35-40| BID PRICE:   10 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-35-40| BID PRICE:   10 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-36-00| BID PRICE:   13 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-36-00| BID PRICE:   13 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-36-00| BID PRICE:   13 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-36-00| BID PRICE:   13 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-36-20| BID PRICE: 1512 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-36-20| BID PRICE: 1512 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-36-40| BID PRICE:   13 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-36-40| BID PRICE:   13 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-37-00| BID PRICE:  402 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-37-00| BID PRICE:  402 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-37-00| BID PRICE:  402 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-37-00| BID PRICE:  402 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-37-00| BID PRICE:  402 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-37-20| BID PRICE:  405 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-37-20| BID PRICE:  405 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-37-40| BID PRICE:   20 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-38-00| BID PRICE:   16 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-38-00| BID PRICE:   16 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-38-00| BID PRICE:   16 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-38-00| BID PRICE:   16 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-38-20| BID PRICE:  398 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-38-20| BID PRICE:  398 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-38-20| BID PRICE:  398 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-38-20| BID PRICE:  398 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-38-20| BID PRICE:  398 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-38-40| BID PRICE:  414 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-39-00| BID PRICE: 1513 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-39-00| BID PRICE: 1513 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-39-00| BID PRICE: 1513 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-39-20| BID PRICE:  418 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-39-20| BID PRICE:  418 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-39-20| BID PRICE:  418 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-39-20| BID PRICE:  418 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-39-40| BID PRICE:  419 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-39-40| BID PRICE:  419 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-39-40| BID PRICE:  419 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-39-40| BID PRICE:  419 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-39-40| BID PRICE:  419 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-40-00| BID PRICE:  409 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-40-00| BID PRICE:  409 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-40-00| BID PRICE:  409 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-40-20| BID PRICE:   18 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-40-20| BID PRICE:   18 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-40-40| BID PRICE: 1500 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-40-40| BID PRICE: 1500 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-40-40| BID PRICE: 1500 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-40-40| BID PRICE: 1500 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-40-40| BID PRICE: 1500 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-41-00| BID PRICE:   10 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-41-00| BID PRICE:   10 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-41-00| BID PRICE:   10 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-41-20| BID PRICE:   17 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-41-20| BID PRICE:   17 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-41-20| BID PRICE:   17 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-41-20| BID PRICE:   17 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-41-20| BID PRICE:   17 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-41-40| BID PRICE:   20 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-41-40| BID PRICE:   20 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-41-40| BID PRICE:   20 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-41-40| BID PRICE:   20 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-41-40| BID PRICE:   20 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-42-00| BID PRICE: 1516 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-42-00| BID PRICE: 1516 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-42-00| BID PRICE: 1516 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-42-00| BID PRICE: 1516 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-42-00| BID PRICE: 1516 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-42-20| BID PRICE:  412 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-42-20| BID PRICE:  412 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-42-40| BID PRICE:  410 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-42-40| BID PRICE:  410 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-42-40| BID PRICE:  410 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-43-00| BID PRICE: 1503 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-43-00| BID PRICE: 1503 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-43-00| BID PRICE: 1503 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-43-00| BID PRICE: 1503 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-43-20| BID PRICE: 1500 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-43-20| BID PRICE: 1500 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-43-40| BID PRICE:   11 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-43-40| BID PRICE:   11 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-43-40| BID PRICE:   11 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-43-40| BID PRICE:   11 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-43-40| BID PRICE:   11 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-44-00| BID PRICE:   15 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Buy | BID TIME: 09-44-00| BID PRICE:   15 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-44-20| BID PRICE: 1515 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-44-20| BID PRICE: 1515 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-44-20| BID PRICE: 1515 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-44-20| BID PRICE: 1515 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-44-20| BID PRICE: 1515 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-44-40| BID PRICE:  419 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-44-40| BID PRICE:  419 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-44-40| BID PRICE:  419 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-44-40| BID PRICE:  419 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Rakuten | BID TYPE: Sell| BID TIME: 09-44-40| BID PRICE:  419 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-45-00| BID PRICE: 1506 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Infosys | BID TYPE: Buy | BID TIME: 09-45-00| BID PRICE: 1506 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Shreysi | INSTRUMENT: Infosys | BID TYPE: Sell| BID TIME: 09-45-20| BID PRICE: 1511 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-45-40| BID PRICE:  391 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-45-40| BID PRICE:  391 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-45-40| BID PRICE:  391 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-45-40| BID PRICE:  391 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Praveen | INSTRUMENT: Rakuten | BID TYPE: Buy | BID TIME: 09-46-00| BID PRICE:  400 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-46-20| BID PRICE:   18 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
BIDDER: Vinayak | INSTRUMENT: Karza   | BID TYPE: Sell| BID TIME: 09-46-20| BID PRICE:   18 INR| STATUS: ACTIVE   | TRANSACTION_TIME: None
